"";"cab3";"q4";"q120_11";"q120_12";"q120_13";"q120_14";"q120_15";"q120_16";"q120_17";"q120_18";"q120_19";"q120_21";"q120_22";"q120_23";"q120_24";"q120_25";"q120_26";"q120_27";"q120_28";"q120_29";"q120_31";"q120_32";"q120_33";"q120_34";"q120_35";"q120_36";"q120_37";"q120_38";"q120_39";"q120_41";"q120_42";"q120_43";"q120_44";"q120_45";"q120_46";"q120_47";"q120_48";"q120_49";"q120_51";"q120_52";"q120_53";"q120_54";"q120_55";"q120_56";"q120_57";"q120_58";"q120_59";"q120_61";"q120_62";"q120_63";"q120_64";"q120_65";"q120_66";"q120_67";"q120_68";"q120_69";"chance_nova_ocorrencia";"q119_1";"q119_2";"q119_3";"q119_4";"sexo";"renda";"renda_casa";"area_risco";"maior_intrucao";"n_enchentes";"maior_instrucao";"viz"
"92";931;"Carapina";3;3;3;5;4;3;3;3;3;4;4;4;3;4;3;3;5;5;4;4;4;3;4;3;3;3;4;4;4;5;3;4;3;3;5;5;3;3;2;5;4;4;2;5;3;4;5;5;5;2;3;3;3;4;1;2;2;2;2;2;5;5;0;4;1;"media";6
"93";932;"Carapina";2;1;3;3;3;2;4;3;2;1;3;1;2;5;3;2;4;3;1;1;3;1;5;5;4;5;1;3;1;4;2;3;2;1;2;3;2;2;1;5;5;4;2;3;1;4;5;2;5;5;5;5;4;1;1;5;3;5;4;1;5;5;0;3;0;"media";6
"94";935;"Carapina";3;3;3;5;5;4;4;3;3;4;5;5;2;5;4;4;3;3;3;4;5;2;4;4;4;3;3;4;5;5;2;4;4;4;4;4;3;5;3;5;4;4;4;4;4;3;5;5;5;2;2;4;4;5;2;4;4;4;4;2;1;1;0;4;0;"media";6
"95";936;"Carapina";1;1;2;3;2;2;1;2;2;2;1;1;2;2;4;3;5;1;2;1;2;2;2;4;3;5;1;4;2;5;1;1;1;1;3;3;2;2;2;5;4;5;5;5;1;3;5;3;5;3;3;5;5;1;1;5;5;5;5;2;5;5;0;4;0;"media";6
"96";937;"Carapina";2;2;3;4;3;3;3;3;2;4;4;4;3;4;3;3;5;5;3;4;4;2;3;3;4;4;4;4;5;5;2;3;3;3;4;5;5;5;2;4;3;5;3;3;3;4;5;5;5;3;3;3;2;3;1;3;4;4;4;1;1;1;0;4;0;"media";6
"97";939;"Carapina";3;1;3;3;2;1;1;2;2;3;3;3;1;3;1;1;2;1;2;1;3;1;2;1;1;2;1;4;1;4;1;1;1;1;1;5;2;2;3;4;3;3;2;4;2;5;5;3;5;3;3;3;3;2;1;5;5;5;5;1;4;4;0;4;2;"media";6
"98";942;"Carapina";3;3;4;5;3;3;3;3;3;4;4;4;5;4;4;4;4;5;3;3;3;3;3;3;3;3;3;5;5;5;2;5;5;5;5;4;4;3;3;5;5;3;3;3;4;5;5;5;5;3;3;3;5;5;1;2;2;2;2;1;5;5;0;3;0;"media";6
"99";943;"Carapina";3;3;4;5;4;3;4;3;3;5;5;5;3;4;3;4;5;5;4;4;4;3;3;3;4;4;3;5;5;5;3;4;3;4;5;5;3;4;3;5;4;5;3;3;3;5;5;5;5;3;4;5;4;4;1;2;2;2;2;2;1;1;0;4;0;"media";6
"100";949;"Carapina";1;2;3;3;3;2;2;3;3;3;3;2;3;3;2;3;3;3;3;3;2;1;2;2;3;3;2;5;3;4;2;2;2;1;2;5;3;4;2;5;4;5;3;5;2;4;4;2;5;3;5;5;2;2;1;4;4;4;4;2;4;4;0;4;1;"media";6
"101";951;"Carapina";4;5;5;5;4;3;4;3;4;4;4;5;3;4;4;4;4;4;5;4;5;3;5;4;4;4;4;5;4;5;3;5;3;4;4;4;4;5;4;5;4;3;4;4;4;5;5;4;5;4;3;4;3;4;1;2;1;1;2;2;5;5;0;4;0;"media";6
"102";953;"Carapina";3;1;3;2;1;1;1;2;2;3;4;3;2;2;2;2;3;1;2;2;3;1;1;1;2;2;2;4;2;3;1;2;3;2;2;4;3;3;2;5;3;5;2;1;1;5;5;3;5;4;2;4;3;2;1;5;5;5;5;1;5;5;0;5;0;"alta";6
"103";954;"Carapina";3;4;4;5;3;3;3;4;4;5;4;5;2;3;3;3;5;4;5;5;4;2;3;3;3;3;4;5;5;4;2;3;3;3;5;4;3;5;3;5;3;3;2;4;4;5;5;5;5;2;3;4;2;4;1;2;2;2;2;2;1;1;0;4;0;"media";6
"104";981;"Carapina";3;3;3;5;3;3;3;3;2;5;5;5;2;4;3;3;5;5;4;4;4;2;3;3;3;3;3;5;5;5;2;4;3;3;5;5;3;3;3;5;3;4;4;4;2;4;5;5;5;3;2;2;3;4;1;3;2;2;2;1;5;5;1;4;0;"media";6
"105";982;"Carapina";2;1;3;3;2;3;3;3;2;3;3;2;1;3;5;3;3;2;1;2;2;1;3;2;3;3;1;5;5;5;1;3;2;1;2;5;2;2;3;4;5;5;4;5;1;2;2;3;5;5;4;5;3;2;3;4;2;2;2;2;1;1;0;5;0;"alta";6
"106";1502;"Carapina";5;1;3;3;1;1;2;2;3;5;5;3;2;2;2;2;4;2;3;4;3;2;1;2;2;2;1;5;4;4;1;1;2;1;2;3;3;3;3;3;3;5;3;4;2;5;5;3;4;3;5;4;3;2;1;4;4;5;4;2;1;1;0;3;0;"media";6
"107";18;"Cardo";5;2;5;3;2;5;4;5;1;5;3;2;1;3;3;4;5;5;3;1;3;4;3;4;5;3;1;5;3;2;1;3;5;3;4;3;5;4;2;2;5;5;5;3;1;1;3;2;3;1;4;5;2;1;1;5;2;1;4;1;7;7;1;4;0;"media";7
"108";1062;"Cardo";1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;3;2;2;2;2;2;2;1;4;1;1;1;1;5;5;5;5;5;1;1;5;1;5;1;1;5;1;1;1;1;4;4;4;1;7;7;0;5;0;"alta";7
"109";848;"Castanheiras";5;1;5;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;5;5;5;1;1;5;1;5;5;1;1;1;5;1;1;1;5;1;5;5;5;5;1;5;1;1;1;1;5;5;5;5;2;5;5;0;5;0;"alta";8
"110";849;"Castanheiras";1;1;1;1;1;1;1;1;1;5;1;1;5;5;5;5;5;5;5;1;5;1;1;1;1;1;1;5;5;5;5;1;1;1;5;5;1;1;5;5;1;5;1;1;1;5;5;5;5;1;1;1;1;5;1;5;5;5;5;1;5;5;0;4;0;"media";8
"111";864;"Castanheiras";1;1;5;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;5;1;1;5;1;1;1;1;1;1;5;1;5;5;1;1;1;1;1;1;5;5;5;5;1;7;7;0;3;4;"media";8
"112";865;"Castanheiras";5;5;1;5;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;1;5;5;1;1;1;1;1;5;1;5;5;1;1;1;1;5;1;5;5;5;5;2;1;1;0;4;0;"media";8
"113";866;"Castanheiras";1;1;5;1;1;1;1;1;5;5;1;5;5;1;1;1;5;5;1;1;5;1;1;1;1;1;5;5;1;5;1;1;1;1;5;5;1;5;5;5;1;1;1;1;5;5;5;5;5;1;1;1;1;5;1;5;5;5;5;1;5;5;0;4;0;"media";8
"114";867;"Castanheiras";1;1;5;1;1;1;1;1;1;5;1;5;1;1;1;5;1;5;5;1;5;1;1;1;1;1;1;5;5;5;1;1;1;1;5;5;1;1;5;1;1;5;1;1;1;1;5;5;1;1;1;1;1;1;1;4;4;4;4;1;1;1;0;3;0;"media";8
"115";869;"Castanheiras";5;1;5;5;1;5;1;1;1;5;1;1;1;1;1;5;1;5;5;1;1;1;1;1;1;1;1;5;5;5;1;5;5;1;5;5;1;1;5;5;5;5;1;5;1;1;5;5;5;1;5;5;1;1;1;5;2;3;5;2;5;5;0;4;0;"media";8
"116";870;"Castanheiras";5;1;5;1;1;1;1;1;5;5;1;5;5;1;1;1;5;5;5;1;1;1;1;1;1;1;1;5;1;5;1;1;1;1;5;5;1;1;5;5;5;5;1;1;1;1;5;5;5;1;5;5;1;5;1;5;5;5;5;1;4;4;0;5;0;"alta";8
"117";871;"Castanheiras";1;1;5;1;1;1;1;1;1;5;1;1;1;1;1;5;5;5;1;1;5;1;1;1;1;1;5;5;1;5;1;1;5;1;5;5;1;1;5;5;5;5;1;5;1;1;1;5;5;1;5;5;1;5;1;3;3;3;3;2;5;5;0;4;4;"media";8
"118";872;"Castanheiras";5;1;5;1;5;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;5;5;5;5;1;5;1;1;5;5;5;1;5;5;5;5;1;1;5;5;5;5;5;1;5;5;1;5;1;5;5;5;5;2;5;5;0;4;0;"media";8
"119";873;"Castanheiras";1;1;5;1;1;5;1;1;5;5;5;1;1;1;5;5;5;5;5;5;5;1;1;5;5;1;5;5;5;5;1;1;5;1;5;5;1;1;5;1;5;5;1;5;1;5;5;5;5;1;5;5;5;1;1;5;3;4;5;2;5;5;0;4;1;"media";8
"120";906;"Castanheiras";5;1;5;5;1;1;5;5;5;5;5;1;5;1;1;5;5;5;5;1;5;1;1;5;5;5;5;5;5;5;1;1;1;5;5;5;5;5;5;1;5;5;1;5;5;5;5;1;5;1;5;5;5;1;1;4;4;5;5;1;6;6;0;4;1;"media";8
"121";1015;"Castanheiras";2;1;2;1;1;1;1;1;1;4;4;3;2;1;2;2;1;5;3;1;2;1;1;2;2;2;3;4;3;3;2;1;4;3;5;5;1;1;1;1;5;5;1;3;1;1;5;3;5;3;3;2;2;1;1;1;1;2;1;1;5;5;0;4;0;"media";8
"122";1016;"Castanheiras";5;1;5;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;1;5;5;5;1;5;5;1;5;5;1;1;5;5;5;5;1;5;1;5;5;1;5;1;5;5;1;1;1;5;2;5;5;1;4;4;0;4;0;"media";8
"123";1039;"Castanheiras";5;5;5;1;5;1;5;5;5;5;1;5;5;1;1;5;5;5;5;5;5;1;1;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;2;2;2;4;2;1;1;0;3;0;"media";8
"124";2048;"Castanheiras";1;1;5;1;1;5;1;1;1;5;1;1;1;1;1;1;1;5;1;1;5;1;5;1;1;1;1;5;1;5;1;1;1;1;5;5;1;1;5;5;5;5;1;5;1;1;5;5;5;5;5;5;5;1;1;5;5;5;5;1;5;5;0;4;2;"media";8
"125";384;"Centro A";3;5;1;1;1;1;1;2;1;5;3;1;1;2;1;1;2;2;3;1;1;1;1;1;1;1;5;5;3;3;1;2;1;1;5;5;1;3;1;5;5;5;5;2;1;1;1;1;5;3;5;5;2;4;1;1;1;5;5;1;6;6;0;5;4;"alta";9
"126";387;"Centro A";1;1;2;1;1;1;1;1;1;5;5;5;1;1;1;1;5;5;1;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;5;5;2;1;1;1;1;1;1;1;1;5;5;5;2;2;2;2;2;1;1;5;5;4;1;2;8;8;0;5;0;"alta";9
"127";596;"Centro A";5;1;3;5;1;1;1;5;5;5;3;5;1;1;1;1;5;5;5;3;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;3;5;5;5;5;5;5;1;3;1;1;1;4;3;1;5;5;0;4;1;"media";9
"128";597;"Centro A";5;1;5;1;1;1;1;5;1;5;5;5;1;1;1;1;1;5;5;1;5;1;1;1;1;5;5;5;5;5;5;1;1;1;1;5;5;5;5;1;5;5;5;5;5;5;1;5;5;1;1;1;1;1;1;5;4;4;4;2;6;6;0;5;0;"alta";9
"129";2189;"Centro A";1;1;1;3;3;3;3;1;1;5;5;5;1;1;1;1;5;1;1;1;1;3;1;1;1;1;1;5;5;1;1;1;1;1;1;1;2;2;1;5;5;5;5;1;1;1;1;1;3;1;1;1;1;4;1;5;5;4;2;1;8;8;0;5;3;"alta";9
"130";2265;"Centro A";3;1;1;1;4;1;1;1;4;5;5;1;3;5;3;1;5;3;3;5;5;1;5;3;1;1;3;5;5;5;1;3;1;1;1;5;1;1;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;5;5;5;5;1;8;8;0;4;0;"media";9
"131";2296;"Centro A";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;2;3;2;6;6;0;2;0;"baixa";9
"132";2297;"Centro A";5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;4;3;5;4;4;3;4;5;4;4;3;5;4;3;4;4;3;3;4;5;4;3;3;5;4;5;5;4;3;4;4;3;2;4;5;3;4;2;2;1;4;3;2;2;1;1;1;0;5;0;"alta";9
"133";2298;"Centro A";5;5;5;5;5;5;5;5;5;4;3;3;1;3;4;4;5;5;4;2;2;1;3;3;4;5;3;4;3;2;1;3;5;4;5;5;3;3;2;1;3;4;4;5;4;3;3;2;3;3;2;4;5;5;2;4;3;2;2;2;1;1;0;5;0;"alta";9
"134";2299;"Centro A";5;2;5;5;5;4;3;1;1;5;2;3;1;5;4;3;3;1;5;4;3;2;5;4;3;3;1;5;2;3;1;5;4;3;3;1;5;4;5;3;5;4;3;3;1;5;4;5;5;5;4;3;1;1;1;4;3;3;2;2;1;1;0;5;0;"alta";9
"135";2301;"Centro A";5;4;5;4;4;5;5;5;5;5;4;5;3;4;5;4;5;5;5;3;5;2;4;3;3;5;5;4;2;3;3;4;5;3;5;5;5;4;2;3;4;3;4;5;5;3;5;3;4;4;3;3;5;3;1;4;3;3;2;1;1;1;0;4;0;"media";9
"136";2303;"Centro A";5;5;5;5;5;5;5;5;5;5;4;3;4;4;4;4;2;5;5;4;4;4;3;3;3;2;5;5;3;4;4;4;2;4;3;5;5;4;3;4;4;3;4;5;5;5;5;5;5;5;5;5;5;5;1;4;3;2;2;2;1;1;0;4;0;"media";9
"137";2320;"Centro A";5;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;5;5;3;1;1;1;1;5;1;4;2;2;2;1;8;8;0;5;0;"alta";9
"138";315;"Centro B";5;3;3;1;1;1;1;1;5;5;3;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;3;5;1;1;1;1;3;5;5;5;5;1;1;1;1;1;5;1;1;1;1;1;1;1;1;5;1;5;2;1;1;1;4;4;0;2;0;"baixa";10
"139";598;"Centro B";5;5;5;3;2;1;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;1;3;1;1;1;5;5;5;5;1;1;1;1;5;5;5;5;3;5;5;5;5;5;5;5;5;1;5;1;1;1;1;5;1;4;5;5;4;1;1;1;0;5;0;"alta";10
"140";600;"Centro B";5;1;5;1;1;5;5;5;5;5;1;5;1;5;1;5;5;5;5;5;5;1;5;1;5;5;5;5;1;5;1;5;5;5;5;5;5;1;5;5;5;1;5;5;5;5;5;1;5;5;5;1;1;5;4;4;1;1;3;2;1;1;0;5;6;"alta";10
"141";2084;"Centro B";5;1;1;3;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;1;1;1;2;1;1;1;5;5;1;1;1;1;1;1;1;5;5;1;1;1;3;2;1;1;1;1;1;5;1;1;1;1;3;1;5;5;5;5;1;6;6;0;5;0;"alta";10
"142";2086;"Centro B";3;3;3;1;5;3;3;1;3;5;5;5;1;5;3;5;5;3;5;5;5;3;5;3;5;3;3;5;5;5;1;5;1;1;5;5;5;3;1;3;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;5;5;5;5;2;5;5;0;4;1;"media";10
"143";2264;"Centro B";3;1;3;1;5;3;1;1;3;5;5;5;1;5;3;5;5;3;5;5;5;1;5;3;5;3;3;5;5;5;1;5;3;1;5;5;5;3;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;5;5;5;5;2;1;1;0;4;0;"media";10
"144";2267;"Centro B";3;1;1;1;3;1;1;1;3;5;5;1;3;5;3;1;5;3;3;5;5;1;5;3;1;1;3;5;5;5;1;3;1;1;1;5;1;1;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;1;5;5;5;5;2;6;6;0;4;1;"media";10
"145";2269;"Centro B";3;1;1;1;3;1;1;1;3;4;5;1;3;5;3;2;5;3;3;5;5;1;5;4;2;1;3;5;5;5;1;3;1;1;1;5;1;2;1;1;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;5;5;5;5;2;1;1;0;4;0;"media";10
"146";2270;"Centro B";3;1;1;1;3;1;1;1;3;5;5;1;3;5;3;1;5;3;3;5;5;1;5;3;1;1;3;5;5;5;1;3;1;1;1;5;1;1;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;5;5;5;5;1;5;5;0;4;0;"media";10
"147";2271;"Centro B";3;1;1;1;1;1;1;1;3;5;5;1;1;1;5;3;3;1;3;5;5;1;5;3;1;3;3;5;5;5;1;3;1;1;1;5;1;1;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;1;1;5;5;5;5;2;1;1;0;3;1;"media";10
"148";2305;"Centro B";3;1;1;1;2;1;1;1;3;5;2;1;1;2;1;1;3;5;5;1;1;1;1;2;4;2;5;5;4;1;1;3;5;3;5;5;1;3;1;5;5;5;5;5;1;1;5;3;5;4;3;5;1;4;1;5;5;5;5;2;1;1;0;4;0;"media";10
"149";2318;"Centro B";3;1;3;1;5;3;1;1;3;5;5;5;1;5;3;5;5;3;5;5;5;1;5;3;5;3;3;5;5;5;1;5;3;1;5;5;5;3;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;5;5;5;5;1;5;5;0;4;0;"media";10
"150";2321;"Centro B";3;1;1;1;2;1;1;1;3;5;5;1;1;3;2;3;1;5;3;1;1;1;1;1;5;3;3;5;2;1;1;1;1;1;5;5;1;1;1;5;5;5;5;5;2;1;5;3;5;2;2;2;1;3;1;5;5;5;5;2;1;1;0;5;0;"alta";10
"151";2185;"Centro C";1;1;1;5;1;1;2;1;1;5;5;5;1;1;1;1;1;5;5;5;1;5;5;5;4;5;4;5;5;1;1;5;5;5;5;3;3;3;5;5;5;5;5;5;1;1;5;5;5;1;1;1;1;4;1;5;5;5;5;2;5;5;0;4;0;"media";11
"152";2186;"Centro C";5;1;1;5;3;4;5;5;3;4;5;3;3;1;1;1;1;3;5;5;5;1;3;1;1;1;5;5;5;5;1;3;1;1;1;1;5;5;5;3;3;3;3;5;1;5;5;5;4;1;3;3;1;3;1;5;5;5;5;1;4;4;0;3;0;"media";11
"153";2187;"Centro C";1;1;1;5;5;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;5;3;1;1;1;1;1;5;5;5;1;1;1;1;5;1;1;1;1;5;5;5;5;3;1;5;5;5;3;1;1;1;1;4;1;4;5;5;5;2;1;1;0;4;0;"media";11
"154";2253;"Centro C";5;1;5;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;5;5;1;3;3;1;3;3;1;4;5;1;5;1;1;1;1;1;1;5;5;1;5;2;8;8;0;5;0;"alta";11
"155";2254;"Centro C";1;1;5;3;1;5;5;1;1;5;5;1;1;1;1;1;1;1;1;5;1;3;1;1;1;1;1;5;5;5;3;1;1;1;1;5;5;5;5;1;5;5;5;5;5;1;1;5;3;5;5;5;1;5;1;5;5;4;5;2;5;5;0;4;0;"media";11
"156";2258;"Centro C";5;1;5;3;1;1;1;1;1;5;5;1;3;1;1;1;1;3;5;5;5;1;1;1;1;1;3;5;5;1;1;1;1;1;1;3;1;1;3;5;5;5;5;5;1;5;1;5;3;1;1;1;3;5;1;5;1;1;2;1;4;4;0;5;0;"alta";11
"157";2259;"Centro C";1;1;2;4;3;5;5;5;1;5;5;2;2;5;5;5;5;1;5;5;1;5;5;5;5;5;1;5;5;3;1;5;1;1;5;4;1;1;1;2;3;5;5;5;1;1;1;1;5;5;5;5;5;1;2;4;5;5;2;2;1;1;0;4;0;"media";11
"158";2261;"Centro C";1;1;5;5;5;4;4;5;1;5;5;5;1;1;1;1;3;5;5;3;5;5;5;5;5;1;5;5;3;1;1;1;1;1;5;1;5;5;1;5;5;5;5;5;1;5;5;5;5;1;5;5;5;1;1;5;1;1;4;2;1;1;0;5;1;"alta";11
"159";2262;"Centro C";5;5;5;5;5;5;5;5;1;1;1;1;5;5;5;5;3;1;1;1;3;5;5;5;5;5;1;1;1;1;1;5;5;3;5;1;5;5;3;5;5;5;5;5;1;5;5;5;5;1;1;5;5;1;1;5;5;3;3;2;1;1;0;2;0;"baixa";11
"160";2289;"Centro C";1;1;5;1;2;1;1;1;1;5;5;5;1;3;1;1;1;1;5;5;1;1;1;1;1;1;1;5;5;1;1;3;1;3;1;1;1;1;1;5;5;2;5;3;1;1;5;1;1;1;1;1;1;4;1;1;4;2;5;2;5;5;0;5;0;"alta";11
"161";2290;"Centro C";3;5;5;5;5;1;1;5;1;5;5;5;3;5;5;5;5;1;5;5;5;1;5;5;5;5;1;5;5;1;1;5;3;3;5;1;5;5;5;3;5;5;5;5;1;5;5;5;5;3;3;3;3;3;5;5;3;1;5;2;1;1;0;5;0;"alta";11
"162";2292;"Centro C";5;5;5;3;1;2;3;5;3;5;3;3;2;3;3;3;5;3;5;5;3;3;3;1;3;5;3;5;5;5;3;3;3;3;5;3;5;5;1;5;3;4;5;5;1;4;3;1;5;3;3;3;4;3;2;5;5;3;2;2;5;5;0;5;0;"alta";11
"163";2293;"Centro C";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;5;3;5;1;1;1;1;1;1;1;1;1;1;1;4;4;4;5;2;5;5;0;5;0;"alta";11
"164";2294;"Centro C";1;1;1;1;3;1;1;1;1;5;5;1;1;1;1;1;1;1;5;5;3;1;1;1;1;1;1;5;5;5;1;1;1;1;3;1;1;1;3;1;5;5;5;3;1;5;5;5;5;1;1;1;1;1;1;5;3;3;5;1;6;6;1;5;0;"alta";11
"165";2295;"Centro C";4;4;4;5;3;3;3;3;3;5;5;3;5;5;5;5;5;3;5;5;1;5;5;5;5;5;3;5;5;3;5;5;5;5;5;3;1;1;4;5;5;5;5;5;1;4;4;4;5;5;5;5;5;1;4;5;5;5;5;1;5;5;1;3;4;"media";11
"166";2309;"Centro C";5;3;5;5;1;1;1;1;1;5;5;5;1;1;1;1;3;1;1;1;5;1;1;1;1;3;1;5;5;5;1;3;1;1;3;1;1;1;1;5;5;5;5;5;1;5;5;5;5;1;1;1;5;4;1;5;5;5;5;1;6;6;0;4;2;"media";11
"167";2323;"Centro C";3;1;5;3;3;3;3;3;1;5;1;1;1;1;1;1;1;1;5;5;5;1;1;1;1;1;1;5;3;1;1;3;3;3;5;1;1;1;1;3;3;5;5;1;1;5;5;5;5;3;1;1;1;4;1;3;1;1;3;2;5;5;1;5;0;"alta";11
"168";2324;"Centro C";1;1;5;3;1;1;1;3;4;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;3;5;5;5;5;1;1;1;1;5;3;5;5;1;5;5;3;3;5;3;5;5;5;5;1;1;1;5;3;3;1;1;1;1;2;5;5;0;4;0;"media";11
"169";517;"Chacaras Braunas";2;1;1;2;4;1;1;2;2;4;4;4;2;1;2;2;1;5;2;1;1;1;1;1;1;1;1;4;1;5;2;2;2;2;2;5;2;1;1;1;5;5;5;5;1;4;4;5;5;1;1;1;1;1;1;2;5;2;4;1;5;5;1;5;1;"alta";12
"170";251;"Cidade Jardim";5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;4;5;5;3;3;1;1;1;5;5;4;5;5;5;5;5;5;4;1;5;5;1;1;2;1;1;0;4;0;"media";13
"171";252;"Cidade Jardim";5;1;4;4;2;4;4;4;5;4;5;5;1;1;1;1;1;5;5;5;5;1;5;5;5;1;2;5;5;5;1;1;5;5;5;1;2;2;3;1;5;5;5;5;1;1;5;1;5;3;3;5;1;1;2;5;5;5;5;1;8;8;0;4;0;"media";13
"172";253;"Cidade Jardim";3;1;3;1;1;5;1;2;1;5;5;5;1;1;3;3;3;5;5;5;3;3;3;1;3;1;1;5;5;1;1;1;1;1;1;5;1;5;1;1;3;5;3;5;4;1;5;5;3;2;5;3;1;5;1;5;1;5;3;1;5;5;0;4;0;"media";13
"173";254;"Cidade Jardim";4;1;1;1;1;1;1;1;5;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;3;5;5;5;1;1;5;1;5;5;1;1;1;1;5;5;3;5;1;5;5;5;5;5;5;5;1;5;1;1;1;1;1;1;5;5;0;3;0;"media";13
"174";256;"Cidade Jardim";1;5;1;3;3;3;5;3;1;1;1;1;3;3;3;3;1;5;5;5;5;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;5;5;5;5;2;1;1;0;2;0;"baixa";13
"175";259;"Cidade Jardim";4;5;5;5;1;5;5;5;1;5;5;5;1;1;1;1;1;5;5;5;5;5;5;1;1;1;5;5;5;5;1;1;1;5;5;5;1;1;1;5;5;5;5;5;5;1;5;5;3;5;4;5;5;5;2;5;5;5;4;1;6;6;0;4;0;"media";13
"176";483;"Cidade Jardim";1;5;5;5;3;5;5;5;5;5;5;5;1;1;5;1;5;5;5;5;5;1;1;5;4;5;5;5;5;5;5;5;5;1;5;5;1;1;1;5;5;5;5;5;1;5;5;5;1;1;5;1;1;5;1;5;5;2;2;2;1;1;0;3;0;"media";13
"177";489;"Cidade Jardim";2;2;2;2;3;1;1;4;4;5;5;5;1;1;1;1;5;5;5;5;5;3;3;2;2;2;5;5;5;5;2;2;2;2;5;5;4;4;3;3;5;5;5;5;5;2;5;5;5;2;2;2;4;5;1;5;5;5;5;1;6;6;0;4;0;"media";13
"178";2074;"Cidade Nova";1;1;5;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;5;5;1;1;1;1;1;1;1;5;5;1;1;1;1;1;3;1;1;1;1;3;5;3;5;3;1;1;1;5;5;3;3;3;3;1;1;5;5;5;5;1;5;5;0;4;1;"media";14
"179";2075;"Cidade Nova";5;3;5;3;3;3;3;1;1;3;3;5;3;1;1;1;1;3;5;5;1;5;1;5;4;4;3;5;5;4;1;1;1;3;3;3;5;5;5;5;5;5;3;5;1;5;5;5;5;3;5;4;5;1;2;2;5;4;5;1;7;7;0;5;5;"alta";14
"180";2150;"Cidade Nova";5;1;1;5;1;1;1;1;1;5;5;5;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;5;5;5;1;5;1;2;5;2;1;1;1;5;5;3;4;1;5;5;5;5;5;1;1;2;1;5;1;5;5;5;2;1;8;8;0;4;0;"media";14
"181";2151;"Cidade Nova";5;5;3;3;3;3;3;3;3;3;5;5;1;3;3;3;3;3;3;3;5;1;3;3;3;3;3;5;5;5;3;5;3;3;5;3;5;5;3;3;5;3;3;5;1;3;3;5;3;3;3;3;3;5;1;4;2;1;5;2;1;1;0;4;0;"media";14
"182";2152;"Cidade Nova";1;1;5;5;1;1;3;1;1;5;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;1;1;5;5;5;1;1;1;3;1;5;1;1;1;1;1;1;3;3;1;1;1;1;5;5;1;5;1;1;1;5;4;5;5;2;7;7;0;5;0;"alta";14
